 0.0000  0.1637
 1.0000  0.1956
 2.0000  0.2091
 3.0000  0.2213
 4.0000  0.2359
 5.0000  0.2426
 6.0000  0.2639
 7.0000  0.2827
 8.0000  0.3012
 9.0000  0.3375
